,DCU,Maynooth U,TU Dublin,Letterkeny,National College of Ireland,TCD,AIT,Dundalk,Waterford,Cork IT,DIT,Blanchardstown,Carlow IT,Galway Mayo,Tallaght,National College of Art & Design,IADT,LIT,UL,Sligo,NUIG,Mary Immaculate College,Total sitting Leaving Cert,Year,Total of main colleges,School,Roll Number
0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,44.0,2.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,87.0,2013,82.0,abbey-community-college,76082H
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,2013,5.0,gaelcholaiste-portlairge,68078U
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,34.0,2013,30.0,"c.b.s.-mount-sion,-waterford",64930I
0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,19.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,46.0,2013,29.0,waterpark-college,64940L
0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,41.0,2013,31.0,presentation-secondary-school,64970U
0,0.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,98.0,10.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,3.0,200.0,2013,183.0,de-la-salle-college,64950O
0,0.0,2.0,2.0,0.0,1.0,7.0,1.0,1.0,9.0,2.0,7.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,37.0,2013,42.0,newtown-school,65010R
0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,45.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,63.0,2013,50.0,st-paulscommunity-college,72241E
0,0.0,1.0,15.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,44.0,2013,11.0,larkin-community-college,76077O
0,0.0,3.0,35.0,0.0,4.0,37.0,0.0,1.0,1.0,1.0,22.0,4.0,1.0,1.0,1.0,4.0,8.0,1.0,1.0,0.0,0.0,0.0,166.0,2013,144.0,belvedere-college,60520P
0,0.0,12.0,15.0,0.0,4.0,6.0,0.0,4.0,1.0,1.0,9.0,8.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,109.0,2013,65.0,oconnell-school,60440R
0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,4.0,6.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,58.0,2013,20.0,mount-carmel-secondary-school,60853T
0,0.0,15.0,5.0,1.0,0.0,1.0,15.0,1.0,1.0,1.0,9.0,1.0,2.0,11.0,0.0,1.0,1.0,2.0,2.0,10.0,0.0,1.0,118.0,2013,89.0,moate-community-school,91501L
0,0.0,9.0,6.0,1.0,2.0,14.0,9.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,3.0,0.0,4.0,67.0,2013,67.0,our-ladys-bower,63210P
0,0.0,6.0,1.0,2.0,1.0,1.0,47.0,1.0,1.0,1.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,134.0,2013,111.0,athlone-community-college,71410T
0,0.0,6.0,1.0,0.0,1.0,1.0,17.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,52.0,2013,29.0,mullingar-community-college,71450I
0,0.0,4.0,0.0,1.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,109.0,2013,57.0,st-aloysius-college,63191O
0,0.0,3.0,1.0,2.0,0.0,1.0,14.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,61.0,2013,45.0,st-josephs-college,63211R
0,0.0,7.0,4.0,0.0,1.0,8.0,23.0,1.0,1.0,0.0,2.0,1.0,1.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,90.0,2013,83.0,marist-college,63190M
0,0.0,14.0,10.0,2.0,1.0,3.0,20.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,134.0,2013,80.0,loreto-college,63290Q
0,0.0,10.0,3.0,1.0,1.0,5.0,22.0,1.0,1.0,2.0,7.0,2.0,3.0,11.0,1.0,1.0,1.0,1.0,4.0,5.0,0.0,1.0,115.0,2013,97.0,st-josephs-secondary-school,63310T
0,0.0,3.0,3.0,1.0,1.0,2.0,13.0,2.0,1.0,1.0,3.0,1.0,5.0,8.0,1.0,1.0,3.0,3.0,3.0,6.0,0.0,2.0,65.0,2013,62.0,meán-scoil-an-chlochair,63221U
0,0.0,2.0,1.0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,27.0,2013,12.0,columba-college,71430C
0,0.0,10.0,15.0,1.0,5.0,3.0,13.0,1.0,2.0,2.0,5.0,1.0,3.0,7.0,1.0,2.0,3.0,3.0,2.0,6.0,0.0,1.0,122.0,2013,98.0,st-finians-college,63280N
0,0.0,18.0,7.0,1.0,1.0,10.0,15.0,3.0,3.0,1.0,14.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,190.0,2013,129.0,colaiste-mhuire,63270K
0,0.0,8.0,3.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,7.0,0.0,1.0,63.0,2013,51.0,wilsons-hospital-school,63300Q
0,0.0,5.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,2013,10.0,castlepollard-community-college,71420W
0,0.0,10.0,21.0,1.0,2.0,22.0,1.0,4.0,1.0,0.0,15.0,9.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,113.0,2013,110.0,dominican-college,60690R
0,0.0,1.0,19.0,0.0,1.0,5.0,0.0,4.0,1.0,0.0,17.0,9.0,1.0,1.0,2.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,101.0,2013,66.0,st.-aidans-c.b.s.,60481I
0,0.0,5.0,19.0,0.0,7.0,11.0,1.0,2.0,1.0,0.0,23.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,96.0,2013,95.0,ardscoil-rís,60420L
0,0.0,3.0,13.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,8.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,56.0,2013,27.0,our-lady-of-mercy-college,60870T
0,0.0,7.0,6.0,1.0,6.0,1.0,1.0,4.0,2.0,1.0,3.0,14.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,174.0,2013,56.0,plunket-college,70310K
0,0.0,4.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,48.0,2022,21.0,clonturk-community-college,76394D
0,0.0,1.0,3.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,5.0,6.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,55.0,2013,21.0,rosmini-community-school,91344V
0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,42.0,2013,9.0,margaret-aylward-community-college,70321P
0,0.0,5.0,10.0,0.0,1.0,12.0,1.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,78.0,2013,58.0,scoil-chaitriona,60700R
0,0.0,3.0,17.0,1.0,2.0,9.0,1.0,1.0,1.0,0.0,17.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,98.0,2013,76.0,maryfield-college,60840K
0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,29.0,2013,11.0,st-bricins-vocational-school,70350W
0,0.0,10.0,11.0,4.0,1.0,7.0,3.0,4.0,1.0,1.0,5.0,1.0,1.0,5.0,0.0,1.0,2.0,1.0,1.0,12.0,0.0,1.0,121.0,2013,100.0,loreto-college,61070P
0,0.0,6.0,2.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,68.0,2022,34.0,dun-an-rí-college,76313A
0,0.0,2.0,12.0,1.0,1.0,1.0,2.0,4.0,1.0,0.0,14.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,17.0,0.0,0.0,91.0,2013,65.0,virginia-vocational-school,70390L
0,0.0,5.0,10.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,6.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,71.0,2013,45.0,st-clares-college,61051L
0,0.0,3.0,5.0,1.0,4.0,1.0,5.0,8.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,9.0,0.0,1.0,71.0,2013,55.0,st-aidans-comprehensive-school,81005Q
0,0.0,1.0,5.0,2.0,1.0,1.0,1.0,18.0,1.0,1.0,8.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,60.0,2013,50.0,bailieborough-community-school,91351S
0,0.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,30.0,2013,23.0,royal-school-cavan,61080S
0,0.0,3.0,5.0,1.0,1.0,1.0,2.0,4.0,1.0,0.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,0.0,0.0,77.0,2013,42.0,cavan-vocational-school,70380I
0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,2013,15.0,st.-mogues-college,70360C
0,0.0,7.0,10.0,4.0,4.0,4.0,4.0,5.0,1.0,0.0,15.0,4.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,7.0,0.0,1.0,112.0,2013,84.0,st-patricks-college,61060M
0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,5.0,5.0,2.0,0.0,5.0,67.0,2013,42.0,kilrush-community-school,91448K
0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,4.0,32.0,2013,26.0,st-john-bosco-community-college,76075K
0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,17.0,0.0,1.0,1.0,10.0,20.0,0.0,0.0,7.0,99.0,2013,91.0,rice-college,61910K
0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,5.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,4.0,38.0,2013,36.0,scariff-community-college,70900I
0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,2.0,7.0,5.0,2.0,0.0,1.0,43.0,2013,33.0,ennis-community-college,70830N
0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,4.0,0.0,1.0,2.0,7.0,9.0,1.0,0.0,1.0,40.0,2013,37.0,mary-immaculate-secondary-school,62000W
0,0.0,1.0,2.0,1.0,0.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,9.0,11.0,2.0,0.0,8.0,89.0,2013,83.0,coláiste-mhuire,61930Q
0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,12.0,6.0,2.0,0.0,7.0,60.0,2013,51.0,st-michaels-community-college,70860W
0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,2.0,6.0,0.0,0.0,1.0,22.0,30.0,1.0,0.0,6.0,108.0,2013,81.0,st-caimins-community-school,91447I
0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,12.0,1.0,0.0,5.0,46.0,2013,46.0,scoil-mhuire,61950W
0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,9.0,0.0,0.0,1.0,22.0,2013,22.0,meánscoil-na-mbráithre,61940T
0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,27.0,2013,15.0,ennistymon-vocational-school,70840Q
0,0.0,1.0,3.0,2.0,0.0,7.0,4.0,1.0,5.0,2.0,2.0,1.0,2.0,22.0,0.0,1.0,1.0,23.0,27.0,2.0,0.0,9.0,254.0,2013,198.0,st-flannans-college,61920N
0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,8.0,1.0,1.0,1.0,9.0,12.0,1.0,0.0,6.0,89.0,2013,62.0,st.-josephs-secondary-school,62020F
0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,15.0,13.0,1.0,0.0,6.0,85.0,2013,50.0,shannon-comprehensive-school,81007U
0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,3.0,1.0,0.0,1.0,31.0,2013,22.0,st-josephs-community-college,70880F
0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,2.0,37.0,2013,32.0,st.-josephs-secondary-school,62010C
0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,23.0,13.0,1.0,0.0,3.0,79.0,2013,66.0,st-annes-community-college,70901K
0,0.0,2.0,28.0,0.0,4.0,8.0,0.0,1.0,1.0,0.0,22.0,2.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,82.0,2013,74.0,presentation-college,61800D
0,0.0,1.0,21.0,1.0,2.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,125.0,2020,92.0,temple-carrig-secondary-school,68081J
0,0.0,2.0,10.0,0.0,1.0,9.0,1.0,2.0,3.0,1.0,10.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,61.0,2013,55.0,east-glendalough-school,81016V
0,0.0,2.0,8.0,1.0,1.0,2.0,2.0,4.0,6.0,0.0,6.0,2.0,10.0,1.0,1.0,3.0,6.0,1.0,2.0,1.0,0.0,2.0,98.0,2013,61.0,st-marys-college,61780A
0,0.0,2.0,20.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,9.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,92.0,2013,55.0,st-josephs-abbey,76099b
0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,3.0,abbey-community-college,70820K
0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,10.0,0.0,6.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,42.0,2013,24.0,arklow-community-college,70740M
0,0.0,1.0,3.0,3.0,1.0,7.0,1.0,1.0,16.0,1.0,6.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,123.0,2013,79.0,coláiste-bhríde,70790E
0,0.0,2.0,12.0,0.0,1.0,7.0,1.0,2.0,0.0,1.0,6.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,37.0,2013,31.0,coláiste-raithín,70821M
0,0.0,5.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,11.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,40.0,2013,28.0,blessington-community-college,70760S
0,0.0,3.0,18.0,0.0,8.0,3.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,72.0,2013,52.0,colaiste-chraobh-abhann,76076M
0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,17.0,2013,11.0,gaelcholaiste-na-mara,76106S
0,0.0,5.0,13.0,0.0,3.0,19.0,0.0,0.0,1.0,0.0,18.0,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,72.0,2013,74.0,st-gerards,61811I
0,0.0,1.0,7.0,2.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,64.0,2013,45.0,dominican-college,61860V
0,0.0,2.0,11.0,1.0,1.0,2.0,1.0,1.0,6.0,0.0,6.0,2.0,6.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,64.0,2013,33.0,avondale-community-college,70810H
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,1.0,our-ladys-school,61840P
0,0.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,6.0,1.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,81.0,2013,55.0,scoil-chonglais,70750P
0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,6.0,de-la-salle-college,61850S
0,0.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,12.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,35.0,2013,26.0,st-brendans-college,61790D
0,0.0,2.0,10.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,60.0,2013,24.0,st-kevins-cbs,61770U
0,0.0,2.0,36.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,20.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,72.0,2013,48.0,st-davids-secondary,61830M
0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,20.0,2022,7.0,north-wicklow-educate-together-secondary-school,68261L
0,0.0,2.0,6.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,5.0,1.0,7.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,63.0,2013,39.0,st-kevins-community-college,70800E
0,0.0,1.0,17.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,8.0,2.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,63.0,2013,24.0,st.-killians-community-school,91376L
0,0.0,1.0,29.0,1.0,2.0,14.0,1.0,1.0,1.0,1.0,20.0,2.0,2.0,1.0,5.0,1.0,6.0,1.0,4.0,1.0,0.0,1.0,133.0,2013,101.0,loreto-secondary-school,61820J
0,0.0,5.0,38.0,0.0,3.0,6.0,0.0,0.0,1.0,1.0,15.0,2.0,2.0,0.0,19.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,90.0,2013,75.0,colaiste-eanna-cbs,60342R
0,0.0,1.0,2.0,0.0,1.0,11.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,42.0,2013,19.0,st-columbas-college,60320H
0,0.0,5.0,41.0,0.0,1.0,16.0,1.0,1.0,2.0,1.0,29.0,1.0,1.0,1.0,9.0,2.0,10.0,1.0,1.0,0.0,0.0,0.0,117.0,2013,114.0,pobail-scoil-naomh-coilm-cille,91510M
0,0.0,1.0,13.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,10.0,2.0,2.0,1.0,3.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,56.0,2013,25.0,ballinteer-community-school,91305L
0,0.0,7.0,21.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,9.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,68.0,2013,49.0,sancta-maria-college,60341P
0,0.0,3.0,48.0,1.0,1.0,41.0,1.0,1.0,1.0,2.0,28.0,1.0,2.0,1.0,7.0,3.0,5.0,1.0,3.0,0.0,0.0,0.0,152.0,2013,155.0,wesley-college,61010U
0,0.0,1.0,11.0,0.0,1.0,5.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,27.0,2013,16.0,rockbrook-park-school,60321J
0,0.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,49.0,2013,24.0,st.-tiernans-community-school,91343T
0,0.0,5.0,9.0,2.0,2.0,6.0,9.0,3.0,2.0,1.0,5.0,3.0,1.0,9.0,1.0,1.0,1.0,3.0,1.0,5.0,0.0,0.0,105.0,2013,73.0,moyne-community-school,91436D
0,0.0,3.0,5.0,2.0,3.0,2.0,7.0,4.0,0.0,0.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,0.0,2.0,78.0,2013,58.0,cnoc-mhuire,63730S
0,0.0,6.0,8.0,2.0,1.0,3.0,13.0,1.0,1.0,1.0,7.0,1.0,1.0,4.0,0.0,0.0,2.0,1.0,1.0,15.0,0.0,0.0,85.0,2013,77.0,st.-mels-college,63750B
0,0.0,8.0,3.0,2.0,1.0,3.0,8.0,1.0,1.0,0.0,11.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,5.0,0.0,1.0,103.0,2013,78.0,meán-scoil-muire,63760E
0,0.0,2.0,5.0,1.0,2.0,2.0,16.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,4.0,2.0,3.0,0.0,1.0,83.0,2013,67.0,mercy-secondary-school,63710M
0,0.0,1.0,1.0,2.0,0.0,1.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,38.0,2013,19.0,lanesboro-community-college,71720L
0,0.0,2.0,1.0,1.0,0.0,1.0,9.0,1.0,1.0,0.0,1.0,0.0,2.0,6.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,37.0,2013,24.0,ballymahon-vocational-school,71690F
0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,16.0,2013,10.0,ardscoil-phadraig,71710I
0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,2013,10.0,templemichael-college,71730O
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2013,5.0,ard-scoil-mhuire-fcj,64020P
0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,5.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,8.0,17.0,0.0,0.0,6.0,107.0,2013,73.0,abbeyfeale-community-college,76093m
0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,7.0,0.0,0.0,0.0,19.0,25.0,1.0,0.0,12.0,126.0,2013,102.0,john-the-baptist-community-school,91502N
0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,0.0,1.0,9.0,5.0,0.0,0.0,1.0,61.0,2013,33.0,desmond-college,71790J
0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,4.0,43.0,2013,37.0,st-fintans-c.b.s,64040V
0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,10.0,19.0,0.0,0.0,2.0,81.0,2013,67.0,hazelwood-college,71850B
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2014,1.0,coláiste-pobail-mhichíl,71810M
0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,14.0,9.0,1.0,0.0,6.0,54.0,2013,37.0,coláiste-ióasef,76070A
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2013,6.0,st.-jospehs-sec.-school,63990V
0,0.0,1.0,7.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,21.0,2013,28.0,glenstal-abbey-school,64150F
0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,19.0,18.0,0.0,0.0,5.0,76.0,2013,62.0,colaiste-mhuire,71700F
0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,25.0,23.0,1.0,0.0,5.0,95.0,2013,63.0,colaiste-chiarain,71840V
